hardness sulfate,hardness^2,ph chloramines,ph hardness,ph solids,ph sulfate,ph^2,solids chloramines,solids sulfate,sulfate^2,potability
0.25207778647463464,0.06718189806827486,-0.00599782723575744,-0.013829179654073771,-0.0036410818712103803,-0.051889409144353554,0.0028466925675468473,0.007671562522674445,0.066369508635117,0.9458382728242438,0
0.04207699840530197,4.146980615149169,0.7021306185416151,4.646921105561869,0.4065842803290401,0.04714960355348987,5.207132071568559,0.05482389697688844,0.003681544344393883,0.0004269308104147239,0
-0.017514708547002125,0.7185356690196132,0.9521461822650787,0.5931974695415425,-0.020277400561530046,-0.014459519878832474,0.4897227139059179,-0.03942445180239227,0.0005987091637469368,0.0004269308104147239,0
0.35640441861316147,0.29992202730993184,0.5019398309937325,0.4643317680503905,0.1670214652797633,0.5517763910838323,0.7188668093324201,0.11662066597942333,0.12819968893985373,0.42352377631710975,0
0.2984298934477926,0.2156943765804651,-0.500227131660154,-0.6387719278722397,-0.3549076091618586,-0.8837904881643459,1.8917024277886154,0.09384901807359616,0.1658104174032649,0.41290089577294437,0
0.045315386360745,0.060052730459685,-0.26995666425669673,0.24778617689776275,-0.8047872190634413,0.18697778194302148,1.0224012961879807,0.21249745467345793,-0.14718029967061752,0.034194685658833664,0
2.6236454053238045,2.4733978457105072,0.5301008315094167,3.3738082718022167,1.7076009900509395,3.5787516295077073,4.602002170666282,0.19669714857636633,1.3279176321659594,2.783019814145328,0
-0.17683119330561514,0.045235710052636734,-1.7218597917981948,0.22649604079129415,-0.9296170116798465,-0.8853970707106712,1.134069884930243,1.411438726531018,0.7257755363769065,0.6912519089343925,0
4.214193967830789,5.540424171356902,-0.022985343657515447,0.12558616289089572,0.041312380131520346,0.09552417535717497,0.0028466925675468473,-0.3335728155047011,1.3862863482678052,3.2054280050099404,0
1.8356375416399084,0.881297731599601,3.4530930292741235,2.624688740217439,1.46874807655445,5.466912047893064,7.816871343263678,0.648817605176602,1.0272033659547002,3.823412977770714,0
0.17492379873126498,0.8805397607463871,0.05343591981111569,-0.18525578458827618,0.21085449048969943,-0.03680202419213149,0.03897575924831241,0.28908233894402163,-0.19909482739216858,0.0347495215169381,0
